Emotion,User Input (Humanized),Bot Response (Humanized)
Surprised,"""ඔවුන් මගේ මහන්සිය අගය කළාම මට මාරම පුදුම හිතුණා.""","""කවුරු හරි අපේ මහන්සිය දකිනකොට ඒක ලොකු අභිප්‍රේරණයක්. ඒ උනන්දුව දිගටම තියාගන්න ඒක පාවිච්චි කරන්න."""
Surprised,"""උපාධි ප්‍රදානෝත්සවයේදී මම මෙච්චර හැඟීම්බර වෙයි කියලා හිතුවේ නැහැ.""","""ඒක ඔයාගේ ජීවිතේ ලොකු සන්ධිස්ථානයක්. ආඩම්බරය, සතුට වගේ හැම හැඟීමක්ම ඒ වෙලාවට දැනෙන එක සාමාන්‍යයි."""
Surprised,"""මම ඒ අභියෝගයට මෙච්චර ආසාවෙන් මුහුණ දෙයි කියලා මම හිතුවේ නැහැ.""","""සමහර වෙලාවට අමාරු දේවල් අපිට අලුත් ජවයක් දෙනවා. ඒ අත්දැකීමෙන් ඔයා ගොඩක් දේවල් ඉගෙන ගන්න ඇති."""
Surprised,"""කතා කරන්න මට මෙච්චර ධෛර්යයක් තිබුණා කියලා මම දැනගෙන හිටියේ නැහැ.""","""ඔයාගේ ඇතුළේ තියෙන ශක්තිය ඔයාම අඳුරගත්ත අවස්ථාවක් මේක. ඔයාගේ හඬ අවංකවම ප්‍රකාශ කරන්න ලැබීම ජයග්‍රහණයක්."""
Surprised,"""ඇවිදලා ආවට පස්සේ හිතට මෙච්චර නිදහසක් දැනෙයි කියලා හිතුවේ නැහැ.""","""ස්වභාවදහම එක්ක ඉන්නකොට හිතට පුදුම සාමයක් ලැබෙනවා. ඒක ඔයාගේ දින චර්යාවේ පුංචි පුරුද්දක් කරගන්න පුළුවන්ද?"""
Surprised,"""මම ඔවුන්ට මෙච්චර ඉක්මනට සමාව දෙයි කියලා මම හිතුවේ නැහැ.""","""සමාව දීම කියන්නේ අනිත් අයට වඩා තමන්ගේ හිතේ නිදහස වෙනුවෙන් කරන දෙයක්. ඒ පරිණතභාවය ඔයා ළඟ තියෙනවා."""
Surprised,"""කෑම උයන එක මෙච්චර විනෝදජනක වැඩක් කියලා මම දැනගෙන හිටියේ නැහැ.""","""අලුත් දේවල් උත්සාහ කරද්දී අපි අපිවම පුදුම කරනවා. ඒ වැඩෙන් ඔයා වැඩියෙන්ම රසවින්දේ මොකක්ද?"""
Surprised,"""ඔවුන් මගේ උපන් දිනය මතක තියාගෙන හිටපු එක ගැන මට මාරම ෂොක් එකක් දැනුණා.""","""අපි හිතන්නේ නැති වෙලාවට කවුරු හරි අපේ මතකය අලුත් කරන එක හරිම ලස්සනයි. ඔයා ගැන මිනිස්සු හිතනවා කියලා දැනෙන එක සතුටක් නේද?"""
Surprised,"""ඒ අමාරු දවස මම මෙච්චර සාර්ථකව ගෙවයි කියලා හිතුවේ නැහැ.""","""ඒකෙන් පේන්නේ ඔයාගේ තියෙන ඔරොත්තු දීමේ ශක්තියයි. ඕනෑම අමාරු වෙලාවක ඉවසීමෙන් ඉන්න ඔයාට පුළුවන්."""
Surprised,"""හිතේ තියෙන දේවල් කතා කළාම මෙච්චර සහනයක් දැනෙයි කියලා මම හිතුවේ නැහැ.""","""ප්‍රශ්න හිතේ හිර කරගෙන ඉන්නවාට වඩා කාට හරි කියන එකෙන් හිතේ බර මාර විදිහට සැහැල්ලු වෙනවා."""
Surprised,"""ඔවුන් මාව මෙච්චර හොඳින් තේරුම් ගනියි කියලා මම හිතුවේ නැහැ.""","""අවංකව කතා කරනකොට ලස්සන බැඳීම් ගොඩනැගෙනවා. ඒ අවබෝධය ඔයාට ලොකු ශක්තියක් වෙන්න ඇති."""
Surprised,"""මම මෙච්චර ආත්ම විශ්වාසයකින් ඉඳියි කියලා කවදාවත් හිතුවේ නැහැ.""","""ඒ හැඟීම තදින් අල්ලාගෙන ඉන්න. ඔයා කරන දේ ගැන විශ්වාසයක් ඇති කරගත්තම ඕනෑම දෙයක් ජයගන්න පුළුවන්."""
Surprised,"""මම මටම මෙච්චර කරුණාවන්ත වෙයි කියලා මම හිතුවේ නැහැ.""","""තමන්ටම ආදරය කරන්න පටන් ගන්න එක තමයි ලොකුම ජයග්‍රහණය. ඒ පුංචි වෙනස ඔයාගේ ජීවිතයම ලස්සන කරයි."""
Surprised,"""මම ප්‍රසිද්ධියේ කතා කරන එක මෙච්චර ආසාවෙන් කරයි කියලා හිතුවේ නැහැ.""","""ඒක ඔයා ලබාගත්ත ලොකු පියවරක්! ඒ වෙලාවේ ඔයාට දැනුණු ඒ ජවය ඊළඟ වතාවටත් පාවිච්චි කරන්න."""
Surprised,"""මගේ බොස් මගේ අදහස අගය කළාම මට මාර විදිහට පුදුම හිතුණා.""","""ඒක අහන්නත් සතුටුයි. ඔයාගේ දක්ෂතාවයට ලැබුණු ඒ ප්‍රතිචාරය ඔයාගේ ඉදිරි ගමනට ලොකු හයියක් වෙයි."""
Surprised,"""මම අහන්නේ නැතුවම ඔවුන් මට උදව් කළ එක ගැන මට මාරම ෂොක් එකක් දැනුණා.""","""අපි නොහිතන වෙලාවට ලැබෙන උදව් හරිම වටිනවා. ඒ වගේ කරුණාවන්ත මිනිස්සු ලෝකේ ඉන්න එක ගැන සතුටු වෙන්න පුළුවන්."""
Surprised,"""මම අද පාඩම් කරන එක මෙච්චර ආසාවෙන් කරයි කියලා මටම අදහගන්න බැහැ.""","""ඒක හරිම අපූරුයි! සමහර වෙලාවට අපේ උනන්දුව හරිම විදියට ලැබුණම වැඩක් කරන එක වදයක් නෙවෙයි සතුටක් වෙනවා. අද ඔයාට ඒක දැනුණේ කොහොමද?"""
Surprised,"""යන වෙලාවේ මම ඇඬුවේ නැති එක ගැන මට මාරම ෂොක් එකක් දැනුණා.""","""සමහර වෙලාවට අපි හිතනවට වඩා අපි ඇතුළතින් ශක්තිමත්. ඒකෙන් අදහස් වෙන්නේ ඔයාට දුක නැහැ කියලා නෙවෙයි, ඔයා ඒ සමුගැනීම එක්ක දැන් සාමයෙන් ඉන්නවා කියන එකයි."""
